Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,SAC,@,OKC,"L, 99-113",*,30,4,10,0.4,0,4,0.0,0,0,,1,3,4,2,0,0,5,1,8,0.2,-16
2025-11-16,SAC,@,SAS,"L, 110-123",*,25,3,7,0.429,1,4,0.25,1,1,1.0,0,2,2,3,1,0,2,2,8,5.2,-7
2025-11-14,SAC,@,MIN,"L, 110-124",*,36,8,17,0.471,4,8,0.5,5,5,1.0,0,6,6,3,1,1,4,4,25,16.3,-18
2025-11-11,SAC,,DEN,"L, 108-122",*,35,5,12,0.417,2,6,0.333,0,2,0.0,0,4,4,3,0,0,1,2,12,6.3,-22
2025-11-09,SAC,,MIN,"L, 117-144",*,30,10,17,0.588,6,9,0.667,0,0,,1,3,4,2,1,0,1,2,26,20.3,-21
