Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2024-25,20,MIL,NBA,PF,23,0,122,24,50,0.48,13,30,0.433,11,20,0.55,0.61,6,8,0.75,6,19,25,4,3,4,8,11,67,0,
1 Yr,1 Yr,1 Yr,1 Yr,,23,0,122,24,50,0.48,13,30,0.433,11,20,0.55,0.61,6,8,0.75,6,19,25,4,3,4,8,11,67,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,435,86,178,0.48,46,107,0.433,39,71,0.55,0.61,21,29,0.75,21,68,89,14,11,14,29,39,239,0,
