"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2008-09,24,DAL,NBA,C,9.0,0.0,84.0,0.571,2.4,1.0,0.786,0.071,0.143,0.0,0.0,0.571,0.727,0.0,0.0,,0.75,0.357,5.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,27,BOS,NBA,C,17.0,0.0,170.0,0.423,3.0,1.0,0.731,0.192,0.077,0.0,0.0,0.423,0.526,0.2,0.0,,0.727,0.385,7.0,0.0,0.0,
2012-13,28,LAC,NBA,C,5.0,0.0,37.0,0.556,4.2,1.0,0.667,0.222,0.0,0.111,0.0,0.556,0.833,0.0,,0.0,1.0,0.444,4.0,0.0,0.0,
2013-14,29,LAC,NBA,PF,5.0,0.0,9.0,0.25,3.8,1.0,0.5,0.5,0.0,0.0,0.0,0.25,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,36.0,0.0,300.0,0.472,3.4,1.0,0.717,0.189,0.075,0.019,0.0,0.472,0.632,0.1,0.0,0.0,0.76,0.358,16.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,683.0,0.472,3.4,1.0,0.717,0.189,0.075,0.019,0.0,0.472,0.632,0.1,0.0,0.0,0.76,0.358,36.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,10.0,0.0,46.0,0.462,4.0,1.0,0.615,0.308,0.0,0.077,0.0,0.462,0.75,0.0,,0.0,0.833,0.308,4.0,0.0,0.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,17.0,0.0,170.0,0.423,3.0,1.0,0.731,0.192,0.077,0.0,0.0,0.423,0.526,0.2,0.0,,0.727,0.385,7.0,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,9.0,0.0,84.0,0.571,2.4,1.0,0.786,0.071,0.143,0.0,0.0,0.571,0.727,0.0,0.0,,0.75,0.357,5.0,0.0,0.0,
