"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2014-15,23,DAL,NBA,PF,2.0,0.0,3.0,0.0,20.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,
2015-16,24,DAL,NBA,PF,4.0,0.0,64.0,0.474,6.2,0.947,0.684,0.053,0.0,0.211,0.053,0.5,0.615,0.0,0.25,0.0,0.778,0.263,4.0,0.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,29,DAL,NBA,C,7.0,0.0,52.0,0.875,3.3,1.0,0.875,0.0,0.0,0.125,0.0,0.875,1.0,,0.0,,0.714,0.5,4.0,,,0.0,0.0,
2021-22,30,DAL,NBA,C,18.0,18.0,249.0,0.629,3.7,0.943,0.743,0.171,0.0,0.029,0.057,0.667,0.731,0.5,0.0,0.0,0.955,0.4,13.0,1.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,32,DAL,NBA,C,13.0,0.0,44.0,0.333,2.1,1.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,,,,1.0,0.333,1.0,,,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,44.0,18.0,412.0,0.591,7.1,0.955,0.742,0.106,0.0,0.106,0.045,0.619,0.714,0.429,0.143,0.0,0.872,0.364,22.0,0.667,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,34.0,768.0,0.591,7.1,0.955,0.742,0.106,0.0,0.106,0.045,0.619,0.714,0.429,0.143,0.0,0.872,0.364,41.0,0.667,0.0,0.0,0.0,
