Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2014-15,23,2TM,NBA,PF,29.0,0.0,236.0,6.6,14.3,0.463,0.6,2.4,0.273,6.0,12.0,0.5,0.485,5.3,7.1,0.758,3.8,6.8,10.7,1.9,1.9,1.3,2.4,8.5,19.2,111.0,105.0,
2014-15,23,BOS,NBA,PF,5.0,0.0,9.0,22.3,27.8,0.8,0.0,0.0,,22.3,27.8,0.8,0.8,5.6,11.1,0.5,0.0,5.6,5.6,0.0,11.1,0.0,11.1,5.6,50.1,94.0,86.0,
2014-15,23,DAL,NBA,PF,24.0,0.0,227.0,6.0,13.8,0.435,0.7,2.4,0.273,5.3,11.3,0.471,0.46,5.3,6.9,0.774,4.0,6.9,10.9,2.0,1.6,1.3,2.0,8.7,18.0,112.0,106.0,
2015-16,24,DAL,NBA,PF,69.0,2.0,992.0,7.5,15.2,0.493,0.1,0.8,0.125,7.4,14.4,0.514,0.497,5.4,7.3,0.739,4.3,9.7,14.0,2.3,1.8,1.2,2.1,6.1,20.5,114.0,104.0,
2016-17,25,DAL,NBA,C,77.0,3.0,1333.0,7.6,14.7,0.515,0.8,2.9,0.284,6.8,11.8,0.571,0.542,4.2,5.5,0.759,3.6,8.3,11.9,1.9,2.4,1.5,1.3,5.3,20.1,120.0,105.0,
2017-18,26,DAL,NBA,C,79.0,24.0,1672.0,7.7,12.9,0.593,0.8,2.5,0.333,6.8,10.4,0.656,0.626,4.0,5.6,0.719,4.1,9.3,13.3,2.7,2.0,1.0,1.8,5.6,20.1,129.0,107.0,
2018-19,27,DAL,NBA,C,77.0,22.0,1662.0,8.5,14.2,0.597,1.1,3.7,0.307,7.3,10.5,0.699,0.637,5.7,7.4,0.772,4.1,7.9,12.0,3.3,1.3,1.5,2.0,5.9,23.8,135.0,110.0,
2019-20,28,DAL,NBA,C,40.0,37.0,1061.0,6.7,10.4,0.638,0.5,1.8,0.256,6.2,8.7,0.716,0.659,3.4,5.1,0.667,3.4,6.9,10.3,2.7,1.5,1.0,1.6,4.6,17.1,134.0,111.0,
2020-21,29,DAL,NBA,C,58.0,19.0,966.0,6.1,9.9,0.619,0.3,1.1,0.238,5.9,8.8,0.665,0.631,5.0,6.3,0.782,4.1,7.9,11.9,3.2,1.8,1.5,2.0,6.9,17.5,136.0,110.0,
2021-22,30,DAL,NBA,C,82.0,71.0,1798.0,7.5,11.2,0.671,0.4,1.0,0.351,7.2,10.2,0.703,0.687,4.6,5.9,0.783,4.8,6.5,11.3,2.7,1.0,1.1,1.8,6.2,20.1,142.0,110.0,
2022-23,31,DAL,NBA,C,76.0,64.0,1458.0,6.7,9.2,0.732,0.0,0.2,0.0,6.7,9.0,0.746,0.732,3.8,5.7,0.667,5.1,5.6,10.7,2.4,1.6,0.9,2.2,7.1,17.3,140.0,116.0,
2023-24,32,DAL,NBA,C,63.0,9.0,836.0,4.1,6.1,0.679,0.1,0.2,0.333,4.1,5.9,0.689,0.684,3.6,5.1,0.708,5.6,6.7,12.3,4.8,1.5,1.1,1.8,6.5,11.9,147.0,115.0,
2024-25,33,DAL,NBA,C,55.0,3.0,551.0,3.7,5.4,0.689,0.2,0.4,0.4,3.5,4.9,0.714,0.705,2.5,3.8,0.651,4.1,6.2,10.4,4.8,1.6,1.8,1.6,6.6,10.0,144.0,115.0,
2025-26,34,DAL,NBA,C,12.0,0.0,114.0,2.5,4.9,0.5,0.0,0.0,,2.5,4.9,0.5,0.5,6.1,7.4,0.833,4.9,5.7,10.6,3.3,1.6,0.8,2.0,10.2,11.1,135.0,112.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,717.0,254.0,12679.0,6.9,11.5,0.604,0.5,1.7,0.294,6.4,9.8,0.656,0.625,4.4,6.0,0.738,4.3,7.5,11.8,2.9,1.6,1.2,1.8,6.1,18.7,132.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (12 Yrs),DAL (12 Yrs),DAL (12 Yrs),DAL (12 Yrs),,712.0,254.0,12670.0,6.9,11.5,0.603,0.5,1.7,0.294,6.4,9.8,0.656,0.625,4.4,6.0,0.738,4.3,7.5,11.8,2.9,1.6,1.2,1.8,6.1,18.7,132.0,110.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,5.0,0.0,9.0,22.3,27.8,0.8,0.0,0.0,,22.3,27.8,0.8,0.8,5.6,11.1,0.5,0.0,5.6,5.6,0.0,11.1,0.0,11.1,5.6,50.1,94.0,86.0,
