Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,25.0,MEM,NBA,PF,1,0,14:13,0,3,0.0,0,0,,0,0,,6,12,1,0,0,1,1,0
2008-09,28.0,LAL,NBA,C,1,0,16:55,5,7,0.714,0,0,,4,4,1.0,2,8,1,1,1,0,2,14
2009-10,29.0,LAL,NBA,C,1,0,20:18,5,9,0.556,0,0,,3,3,1.0,2,6,0,1,0,0,3,13
2010-11,30.0,LAL,NBA,C,1,0,24:22,8,13,0.615,0,1,0.0,1,2,0.5,6,7,2,0,2,1,3,17
2014-15,34.0,CHI,NBA,PF,1,1,25:44,5,7,0.714,0,0,,0,0,,4,12,2,1,1,0,0,10
2015-16,35.0,CHI,NBA,C,1,0,14:31,3,7,0.429,0,1,0.0,3,4,0.75,1,7,1,1,0,1,2,9
Career,,,NBA,,6,1,116,26,46,0.565,0,2,0.0,11,13,0.846,21,52,7,4,4,3,11,63
