Season,Team,Lg,Salary
2001-02,Memphis Grizzlies,NBA,"$2,970,840"
2002-03,Memphis Grizzlies,NBA,"$3,193,680"
2003-04,Memphis Grizzlies,NBA,"$3,417,000"
2004-05,Memphis Grizzlies,NBA,"$4,318,481"
2005-06,Memphis Grizzlies,NBA,"$10,993,000"
2006-07,Memphis Grizzlies,NBA,"$12,364,000"
2007-08,Los Angeles Lakers,NBA,"$13,735,000"
2008-09,Los Angeles Lakers,NBA,"$15,106,000"
2009-10,Los Angeles Lakers,NBA,"$16,452,000"
2010-11,Los Angeles Lakers,NBA,"$17,823,000"
2011-12,Los Angeles Lakers,NBA,"$18,714,150"
2012-13,Los Angeles Lakers,NBA,"$19,000,000"
2013-14,Los Angeles Lakers,NBA,"$19,285,850"
2014-15,Chicago Bulls,NBA,"$7,128,000"
2015-16,Chicago Bulls,NBA,"$7,448,760"
2016-17,San Antonio Spurs,NBA,"$15,500,000"
2017-18,San Antonio Spurs,NBA,"$16,000,000"
2018-19,San Antonio Spurs,NBA,"$15,925,144"
2018-19,Milwaukee Bucks,NBA,"$527,467"
2019-20,San Antonio Spurs,NBA,"$5,074,856"
2019-20,Portland Trail Blazers,NBA,"$463,684"
Career,(may be incomplete),,"$225,440,912"
