Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2021-22,22,MIL,NBA,PF,41.0,3.0,407.0,6.7,13.6,0.496,2.6,6.1,0.423,4.1,7.4,0.556,0.591,2.1,2.6,0.818,4.1,5.5,9.7,2.6,1.1,1.1,1.8,3.3,18.2,126.0,114.0,
2022-23,23,2TM,NBA,C,43.0,7.0,660.0,7.0,16.5,0.422,2.2,7.1,0.303,4.8,9.4,0.511,0.487,2.8,4.1,0.684,5.0,8.3,13.3,4.5,1.0,0.9,2.5,3.7,18.9,111.0,117.0,
2022-23,23,MIL,NBA,C,24.0,0.0,217.0,4.2,12.8,0.328,1.5,7.0,0.219,2.6,5.7,0.462,0.388,2.6,4.0,0.667,4.0,8.4,12.3,3.5,0.9,1.1,2.0,4.2,12.5,102.0,112.0,
2022-23,23,SAS,NBA,C,19.0,7.0,443.0,8.3,18.3,0.453,2.5,7.1,0.343,5.9,11.2,0.524,0.52,2.9,4.2,0.692,5.5,8.2,13.8,4.9,1.1,0.7,2.8,3.5,22.0,114.0,120.0,
2023-24,24,SAS,NBA,C,46.0,5.0,451.0,7.7,16.3,0.471,2.0,6.7,0.297,5.7,9.6,0.593,0.532,2.6,3.6,0.735,4.7,10.7,15.5,5.2,0.7,1.3,2.0,3.7,20.0,119.0,116.0,
2024-25,25,SAS,NBA,PF,61.0,0.0,681.0,10.0,19.9,0.502,4.3,11.4,0.373,5.7,8.5,0.675,0.609,3.1,4.1,0.741,4.4,8.9,13.3,3.4,1.6,1.2,1.8,4.3,27.3,126.0,116.0,
2025-26,26,TOR,NBA,C,20.0,1.0,379.0,9.5,17.7,0.536,2.7,6.6,0.404,6.8,11.1,0.614,0.611,4.3,5.3,0.81,3.3,7.1,10.4,4.3,1.3,1.1,2.0,4.3,26.0,129.0,113.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,211.0,16.0,2578.0,8.2,17.1,0.481,2.8,7.9,0.355,5.4,9.1,0.59,0.564,3.0,4.0,0.746,4.4,8.3,12.7,4.0,1.2,1.1,2.1,3.9,22.2,121.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (3 Yrs),SAS (3 Yrs),SAS (3 Yrs),SAS (3 Yrs),,126.0,12.0,1575.0,8.9,18.4,0.48,3.1,8.9,0.349,5.8,9.6,0.601,0.564,2.9,4.0,0.725,4.8,9.2,14.0,4.3,1.2,1.1,2.2,3.9,23.7,120.0,117.0,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,65.0,3.0,624.0,5.8,13.3,0.439,2.2,6.5,0.345,3.6,6.8,0.528,0.523,2.3,3.1,0.75,4.1,6.5,10.6,2.9,1.0,1.1,1.8,3.6,16.2,117.0,113.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,20.0,1.0,379.0,9.5,17.7,0.536,2.7,6.6,0.404,6.8,11.1,0.614,0.611,4.3,5.3,0.81,3.3,7.1,10.4,4.3,1.3,1.1,2.0,4.3,26.0,129.0,113.0,
