Season,Team,Lg,Salary
2007-08,Houston Rockets,NBA,"$972,720"
2008-09,Houston Rockets,NBA,"$1,045,560"
2009-10,Houston Rockets,NBA,"$1,118,520"
2010-11,Phoenix Suns,NBA,"$2,016,692"
2012-13,Sacramento Kings,NBA,"$3,250,000"
2013-14,Sacramento Kings,NBA,"$3,396,250"
2013-14,Houston Rockets,NBA,"$1,027,424"
2014-15,Chicago Bulls,NBA,"$1,145,685"
2015-16,Chicago Bulls,NBA,"$2,000,000"
2016-17,Indiana Pacers,NBA,"$2,700,000"
2017-18,Minnesota Timberwolves,NBA,"$1,471,382"
Career,(may be incomplete),,"$20,144,233"
