Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2003-04,23,MIA,NBA,PF,2,0,5,1,3,0.333,0,0,1,3,0.333,0.333,0,0,0,1,1,0,0,0,0,0,2,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,5,1,3,0.333,0,0,1,3,0.333,0.333,0,0,0,1,1,0,0,0,0,0,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,205,41,123,0.333,0,0,41,123,0.333,0.333,0,0,0,41,41,0,0,0,0,0,82,0,
