Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2003-04,23,MIA,NBA,PF,2,0,5,10.9,32.7,0.333,0.0,0.0,10.9,32.7,0.333,0.333,0.0,0.0,0.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,21.8,72,104,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,5,10.9,32.7,0.333,0.0,0.0,10.9,32.7,0.333,0.333,0.0,0.0,0.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,21.8,72,104,
