Season,Team,Lg,Salary
2021-22,Los Angeles Clippers,NBA,"$925,258"
2022-23,Los Angeles Clippers,NBA,"$1,563,518"
2023-24,Los Angeles Clippers,NBA,"$1,836,096"
2024-25,New Orleans Pelicans,NBA,"$596,581"
2024-25,New Orleans Pelicans,NBA,(TW)
Career,(may be incomplete),,"$4,921,453"
