Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,24,MEM,NBA,SG,3.0,0.0,71.0,4.1,10.6,0.381,1.5,2.5,0.6,2.5,8.1,0.313,0.452,1.5,2.0,0.75,1.0,3.5,4.6,0.5,0.5,0.0,1.0,4.1,11.2,
2005-06,25,MEM,NBA,SF,4.0,0.0,46.0,3.9,5.5,0.714,0.0,0.0,,3.9,5.5,0.714,0.714,5.5,7.8,0.7,0.8,4.7,5.5,0.0,0.8,0.0,1.6,5.5,13.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,28,DEN,NBA,SG,16.0,16.0,280.0,4.9,10.2,0.481,0.4,1.5,0.25,4.5,8.6,0.522,0.5,4.2,5.5,0.767,2.1,2.8,4.9,1.3,1.7,0.6,1.7,5.3,14.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,30,IND,NBA,SG,3.0,0.0,50.0,6.5,14.4,0.45,0.0,2.2,0.0,6.5,12.2,0.529,0.45,5.8,6.5,0.889,1.4,0.0,1.4,1.4,0.7,0.0,2.2,5.0,18.7,
2011-12,31,IND,NBA,SF,7.0,0.0,58.0,2.5,11.2,0.222,1.2,5.6,0.222,1.2,5.6,0.222,0.278,4.3,4.3,1.0,2.5,1.9,4.3,1.9,0.6,0.0,1.9,6.8,10.6,
2012-13,32,ATL,NBA,SF,5.0,0.0,19.0,1.9,7.6,0.25,0.0,0.0,,1.9,7.6,0.25,0.25,3.8,3.8,1.0,0.0,1.9,1.9,0.0,0.0,0.0,1.9,1.9,7.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,34,LAC,NBA,SF,11.0,0.0,18.0,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,4.0,0.0,0.0,14.0,8.0,
2015-16,35,CLE,NBA,SF,15.0,0.0,50.0,4.3,9.4,0.462,0.7,2.2,0.333,3.6,7.2,0.5,0.5,2.9,3.6,0.8,0.0,5.0,5.0,1.4,0.7,0.7,0.7,2.2,12.2,
2016-17,36,CLE,NBA,SF,10.0,0.0,33.0,5.5,10.9,0.5,1.1,2.2,0.5,4.4,8.7,0.5,0.55,5.5,5.5,1.0,1.1,6.5,7.6,1.1,0.0,1.1,1.1,7.6,17.5,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,74.0,16.0,625.0,4.5,10.0,0.448,0.6,2.0,0.294,3.9,8.1,0.486,0.477,4.0,4.9,0.812,1.5,3.1,4.6,1.1,1.2,0.4,1.5,5.3,13.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,25.0,0.0,83.0,4.8,10.0,0.478,0.9,2.2,0.4,3.9,7.8,0.5,0.522,3.9,4.3,0.9,0.4,5.6,6.1,1.3,0.4,0.9,0.9,4.3,14.3,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,10.0,0.0,108.0,4.3,12.7,0.342,0.7,4.0,0.167,3.7,8.7,0.423,0.368,5.0,5.3,0.938,2.0,1.0,3.0,1.7,0.7,0.0,2.0,6.0,14.3,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,7.0,0.0,117.0,4.0,8.6,0.464,0.9,1.5,0.6,3.1,7.1,0.435,0.518,3.1,4.3,0.714,0.9,4.0,4.9,0.3,0.6,0.0,1.2,4.6,12.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,16.0,16.0,280.0,4.9,10.2,0.481,0.4,1.5,0.25,4.5,8.6,0.522,0.5,4.2,5.5,0.767,2.1,2.8,4.9,1.3,1.7,0.6,1.7,5.3,14.4,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,11.0,0.0,18.0,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,4.0,0.0,0.0,14.0,8.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,5.0,0.0,19.0,1.9,7.6,0.25,0.0,0.0,,1.9,7.6,0.25,0.25,3.8,3.8,1.0,0.0,1.9,1.9,0.0,0.0,0.0,1.9,1.9,7.6,
