"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2007-08,23.0,HOU,NBA,17:36,5.0,9.0,0.0,4.0,5.0,6.0,5.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,11.0,6.5
2008-09,24.0,HOU,NBA,43:03,12.0,20.0,5.0,9.0,8.0,12.0,7.0,8.0,1.0,4.0,5.0,7.0,2.0,1.0,5.0,5.0,34.0,25.8
2012-13,28.0,HOU,NBA,19:04,4.0,11.0,1.0,3.0,4.0,8.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,10.0,5.1
2014-15,30.0,CHI,NBA,19:44,4.0,9.0,3.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,13.0,6.6
2016-17,32.0,IND,NBA,7:17,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,3.7
2017-18,33.0,MIN,NBA,2:02,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6
Career,,,,43:03,12.0,20.0,5.0,9.0,8.0,12.0,7.0,8.0,1.0,4.0,5.0,7.0,2.0,1.0,5.0,5.0,34.0,25.8
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,HOU,NBA,43:03,12.0,20.0,5.0,9.0,8.0,12.0,7.0,8.0,1.0,4.0,5.0,7.0,2.0,1.0,5.0,5.0,34.0,25.8
1 Season,,CHI,NBA,19:44,4.0,9.0,3.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,13.0,6.6
1 Season,,MIN,NBA,2:02,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6
1 Season,,IND,NBA,7:17,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,3.7
