Highlight,Unnamed: 1,In Stathead
"Career high, Points",32.0,View full stats from top 20 games
"Career high, Rebounds",19.0,View full stats from top 20 games
"Career high, Assists",17.0,View full stats from top 20 games
"Career high, Steals",8.0,View full stats from top 20 games
"Career high, Blocks",3.0,View full stats from top 20 games
"Career high, Game Score",31.7,View full stats from top 20 games
Triple-Doubles,22.0,View all
