Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,CHI,@,ORL,"L, 120-125",*,36,8,14,0.571,3,6,0.5,3,5,0.6,1,8,9,6,3,1,8,2,22,16.8,5
2025-11-29,CHI,@,IND,"L, 101-103",*,34,7,13,0.538,2,5,0.4,1,4,0.25,1,10,11,7,0,0,3,1,17,14.7,7
2025-11-28,CHI,@,CHO,"L, 116-123",*,33,8,16,0.5,3,7,0.429,6,7,0.857,0,11,11,9,1,0,0,1,25,26.8,6
2025-11-24,CHI,@,NOP,"L, 130-143",*,35,6,12,0.5,4,10,0.4,5,6,0.833,0,7,7,6,0,0,5,3,21,14.7,-13
2025-11-22,CHI,,WAS,"W, 121-120",*,34,5,12,0.417,2,3,0.667,6,7,0.857,1,11,12,11,3,1,2,2,18,23.8,3
