Season,Team,Lg,Salary
2011-12,Cleveland Cavaliers,NBA,"$5,144,280"
2012-13,Cleveland Cavaliers,NBA,"$5,530,080"
2013-14,Cleveland Cavaliers,NBA,"$5,607,240"
2014-15,Cleveland Cavaliers,NBA,"$7,070,730"
2015-16,Cleveland Cavaliers,NBA,"$14,746,000"
2016-17,Cleveland Cavaliers,NBA,"$17,638,063"
2017-18,Boston Celtics,NBA,"$18,868,625"
2018-19,Boston Celtics,NBA,"$20,099,189"
2019-20,Brooklyn Nets,NBA,"$31,742,000"
2020-21,Brooklyn Nets,NBA,"$33,460,350"
2021-22,Brooklyn Nets,NBA,"$34,916,200"
2022-23,Dallas Mavericks,NBA,"$38,917,057"
2023-24,Dallas Mavericks,NBA,"$37,037,037"
2024-25,Dallas Mavericks,NBA,"$41,000,000"
Career,(may be incomplete),,"$311,776,851"
