Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2013-14,23,GSW,NBA,C,3,0,8,5.7,14.0,43.9,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,-1.9,-1.9,-3.7,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,8,5.7,14.0,43.9,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,-1.9,-1.9,-3.7,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,219,5.7,14.0,43.9,28.7,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.098,-1.9,-1.9,-3.7,-0.1,
