Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2019-20,21,POR,NBA,SF,5.0,1.0,153.0,5.8,0.499,0.533,0.156,3.4,3.5,3.4,2.9,1.2,0.0,9.4,14.5,0.0,0.0,0.0,-0.007,-2.1,-2.1,-4.2,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,23,TOR,NBA,SG,6.0,6.0,199.0,12.4,0.509,0.476,0.232,0.6,6.2,3.1,6.4,1.6,1.6,3.2,21.8,0.1,-0.1,0.1,0.014,-0.7,-0.7,-1.4,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,26,MIL,NBA,SG,5.0,3.0,171.0,19.7,0.708,0.71,0.161,0.6,7.2,3.7,5.6,3.8,0.0,4.3,18.0,0.5,0.1,0.6,0.164,3.5,2.9,6.4,0.4,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,16.0,10.0,523.0,12.9,0.571,0.566,0.19,1.4,5.7,3.4,5.1,2.2,0.6,5.1,18.4,0.6,0.1,0.6,0.057,0.3,0.0,0.3,0.3,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,51.0,2680.0,12.9,0.571,0.566,0.19,1.4,5.7,3.4,5.1,2.2,0.6,5.1,18.4,2.9,0.3,3.2,0.057,0.3,0.0,0.3,1.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,6.0,6.0,199.0,12.4,0.509,0.476,0.232,0.6,6.2,3.1,6.4,1.6,1.6,3.2,21.8,0.1,-0.1,0.1,0.014,-0.7,-0.7,-1.4,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,3.0,171.0,19.7,0.708,0.71,0.161,0.6,7.2,3.7,5.6,3.8,0.0,4.3,18.0,0.5,0.1,0.6,0.164,3.5,2.9,6.4,0.4,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,5.0,1.0,153.0,5.8,0.499,0.533,0.156,3.4,3.5,3.4,2.9,1.2,0.0,9.4,14.5,0.0,0.0,0.0,-0.007,-2.1,-2.1,-4.2,-0.1,
