"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2006-07,22,UTA,NBA,WC1,HOU,W (4-3),7,12.3,5.0,2.9,0.3,0.3,0.3,15,25,.600,0,0,,15,25,.600,.600,5,6,.833,10,10,20,2,2,2,2,11,35,
2006-07,22,UTA,NBA,WCS,GSW,W (4-1),5,17.6,7.2,6.2,0.6,0.8,0.6,15,28,.536,0,1,.000,15,27,.556,.536,6,12,.500,18,13,31,3,4,3,5,15,36,
2006-07,22,UTA,NBA,WCF,SAS,L (1-4),5,17.8,5.8,4.8,0.6,1.0,0.8,12,27,.444,0,0,,12,27,.444,.444,5,6,.833,10,14,24,3,5,4,6,13,29,
2007-08,23,UTA,NBA,WC1,HOU,W (4-2),6,17.5,5.0,3.5,0.3,0.3,1.3,12,28,.429,0,0,,12,28,.429,.429,6,10,.600,5,16,21,2,2,8,2,17,30,
2007-08,23,UTA,NBA,WCS,LAL,L (2-4),6,17.5,7.8,4.3,0.3,0.8,1.3,20,34,.588,0,1,.000,20,33,.606,.588,7,15,.467,18,8,26,2,5,8,7,20,47,
2008-09,24,UTA,NBA,WC1,LAL,L (1-4),5,31.0,11.8,8.0,1.6,0.8,1.0,25,49,.510,0,0,,25,49,.510,.510,9,18,.500,20,20,40,8,4,5,6,17,59,
2009-10,25,UTA,NBA,WC1,DEN,W (4-2),6,32.0,17.3,9.8,1.8,1.0,1.8,41,67,.612,0,1,.000,41,66,.621,.612,22,36,.611,18,41,59,11,6,11,8,23,104,
2009-10,25,UTA,NBA,WCS,LAL,L (0-4),4,32.8,19.0,7.3,2.8,1.3,0.8,29,55,.527,0,1,.000,29,54,.537,.527,18,22,.818,16,13,29,11,5,3,5,13,76,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,27,UTA,NBA,WC1,SAS,L (0-4),4,34.8,12.0,11.0,0.5,0.3,2.5,20,54,.370,0,3,.000,20,51,.392,.370,8,16,.500,17,27,44,2,1,10,9,11,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,29,ATL,NBA,EC1,IND,L (3-4),7,38.1,19.4,10.9,2.9,1.4,1.9,41,103,.398,9,27,.333,32,76,.421,.442,45,56,.804,21,55,76,20,10,13,20,25,136,
