Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2016-17,22,HOU,NBA,PF,4,0,31,4.8,19.3,0.25,4.8,9.6,0.5,0.0,9.6,0.0,0.375,0.0,0.0,8.0,8.0,16.1,1.6,1.6,1.6,0.0,3.2,14.5,105,108,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,31,4.8,19.3,0.25,4.8,9.6,0.5,0.0,9.6,0.0,0.375,0.0,0.0,8.0,8.0,16.1,1.6,1.6,1.6,0.0,3.2,14.5,105,108,
