Season,Team,Lg,Salary
2000-01,Sacramento Kings,NBA,"$1,131,240"
2001-02,Sacramento Kings,NBA,"$1,216,080"
2002-03,Sacramento Kings,NBA,"$1,300,920"
2003-04,San Antonio Spurs,NBA,"$1,995,611"
2004-05,Orlando Magic,NBA,"$4,903,000"
2005-06,Orlando Magic,NBA,"$5,393,300"
2006-07,Orlando Magic,NBA,"$5,883,600"
2007-08,Orlando Magic,NBA,"$6,373,900"
2008-09,Orlando Magic,NBA,"$6,864,200"
2009-10,Toronto Raptors,NBA,"$9,000,000"
2010-11,Orlando Magic,NBA,"$10,215,850"
2011-12,Orlando Magic,NBA,"$11,015,850"
2012-13,Orlando Magic,NBA,"$11,815,850"
2013-14,Orlando Magic,NBA,"$12,000,000"
2014-15,Los Angeles Clippers,NBA,"$1,448,490"
Career,(may be incomplete),,"$90,557,891"
