"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2022-23,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2023-24,21,OKC,NBA,WC1,NOP,W (4-0),4,32.3,15.3,8.8,2.3,0.3,2.8,22,47,.468,7,23,.304,15,24,.625,.543,10,14,.714,5,30,35,9,1,11,9,9,61,
2023-24,22,OKC,NBA,WCS,DAL,L (2-4),6,36.0,15.8,6.2,2.0,1.0,2.3,37,72,.514,6,27,.222,31,45,.689,.556,15,19,.789,9,28,37,12,6,14,10,17,95,
2024-25,22,OKC,NBA,WC1,MEM,W (4-0),4,29.0,18.5,7.8,0.8,0.8,2.8,22,50,.440,11,26,.423,11,24,.458,.550,19,22,.864,5,26,31,3,3,11,3,6,74,
2024-25,23,OKC,NBA,WCS,DEN,W (4-3),7,30.9,14.1,10.9,1.0,1.0,1.9,37,80,.463,6,27,.222,31,53,.585,.500,19,27,.704,14,62,76,7,7,13,10,18,99,
2024-25,23,OKC,NBA,WCF,MIN,W (4-1),5,28.4,18.0,6.0,1.6,0.6,1.6,34,60,.567,7,19,.368,27,41,.659,.625,15,21,.714,9,21,30,8,3,8,5,8,90,
2024-25,23,OKC,NBA,FIN,IND,W (4-3),7,30.3,12.3,8.9,0.6,0.6,1.6,30,76,.395,3,19,.158,27,57,.474,.414,23,27,.852,14,48,62,4,4,11,10,15,86,
2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),5-1,33,31.2,15.3,8.2,1.3,0.7,2.1,182,385,.473,40,141,.284,142,244,.582,.525,101,130,.777,56,215,271,43,24,68,47,73,505,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),2-0,8,30.6,16.9,8.3,1.5,0.5,2.8,44,97,.454,18,49,.367,26,48,.542,.546,29,36,.806,10,56,66,12,4,22,12,15,135,
WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),1-1,13,33.2,14.9,8.7,1.5,1.0,2.1,74,152,.487,12,54,.222,62,98,.633,.526,34,46,.739,23,90,113,19,13,27,20,35,194,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,5,28.4,18.0,6.0,1.6,0.6,1.6,34,60,.567,7,19,.368,27,41,.659,.625,15,21,.714,9,21,30,8,3,8,5,8,90,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),1-0,7,30.3,12.3,8.9,0.6,0.6,1.6,30,76,.395,3,19,.158,27,57,.474,.414,23,27,.852,14,48,62,4,4,11,10,15,86,
