Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2005-06,20,LAC,NBA,PG,12.0,0.0,332.0,36.0,76.0,0.474,1.0,1.0,1.0,35.0,75.0,0.467,0.48,17.0,21.0,0.81,16.0,40.0,56.0,57.0,7.0,6.0,23.0,31.0,90.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,28,BRK,NBA,PG,12.0,10.0,325.0,44.0,86.0,0.512,1.0,1.0,1.0,43.0,85.0,0.506,0.517,27.0,37.0,0.73,8.0,34.0,42.0,40.0,5.0,5.0,22.0,41.0,116.0,0.0,
2014-15,29,GSW,NBA,PG,21.0,0.0,375.0,42.0,79.0,0.532,0.0,1.0,0.0,42.0,78.0,0.538,0.532,21.0,25.0,0.84,13.0,38.0,51.0,38.0,8.0,5.0,21.0,32.0,105.0,0.0,
2015-16,30,GSW,NBA,PG,24.0,7.0,514.0,82.0,168.0,0.488,0.0,1.0,0.0,82.0,167.0,0.491,0.488,32.0,37.0,0.865,13.0,63.0,76.0,80.0,12.0,5.0,29.0,48.0,196.0,0.0,
2016-17,31,GSW,NBA,PG,14.0,0.0,220.0,34.0,59.0,0.576,0.0,0.0,,34.0,59.0,0.576,0.576,5.0,7.0,0.714,10.0,19.0,29.0,20.0,5.0,2.0,10.0,24.0,73.0,0.0,
2017-18,32,GSW,NBA,PG,21.0,0.0,362.0,59.0,110.0,0.536,0.0,1.0,0.0,59.0,109.0,0.541,0.536,22.0,25.0,0.88,11.0,36.0,47.0,31.0,7.0,1.0,16.0,33.0,140.0,0.0,
2018-19,33,GSW,NBA,PG,22.0,2.0,322.0,34.0,75.0,0.453,0.0,2.0,0.0,34.0,73.0,0.466,0.453,21.0,25.0,0.84,11.0,20.0,31.0,31.0,10.0,4.0,8.0,35.0,89.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,126.0,19.0,2450.0,331.0,653.0,0.507,2.0,7.0,0.286,329.0,646.0,0.509,0.508,145.0,177.0,0.819,82.0,250.0,332.0,297.0,54.0,28.0,129.0,244.0,809.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,1594.0,215.0,425.0,0.507,1.0,5.0,0.286,214.0,420.0,0.509,0.508,94.0,115.0,0.819,53.0,163.0,216.0,193.0,35.0,18.0,84.0,159.0,526.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (5 Yrs),GSW (5 Yrs),GSW (5 Yrs),GSW (5 Yrs),,102.0,9.0,1793.0,251.0,491.0,0.511,0.0,5.0,0.0,251.0,486.0,0.516,0.511,101.0,119.0,0.849,58.0,176.0,234.0,200.0,42.0,17.0,84.0,172.0,603.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,12.0,0.0,332.0,36.0,76.0,0.474,1.0,1.0,1.0,35.0,75.0,0.467,0.48,17.0,21.0,0.81,16.0,40.0,56.0,57.0,7.0,6.0,23.0,31.0,90.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,12.0,10.0,325.0,44.0,86.0,0.512,1.0,1.0,1.0,43.0,85.0,0.506,0.517,27.0,37.0,0.73,8.0,34.0,42.0,40.0,5.0,5.0,22.0,41.0,116.0,0.0,
