Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,22,MIA,NBA,PG,82,82,2626,278,662,.420,114,311,.367,164,351,.467,.506,148,193,.767,37,191,228,403,160,8,165,240,818,0,ROY-11
2009-10,23,MIA,NBA,PG,73,22,1807,182,454,.401,75,236,.318,107,218,.491,.483,82,110,.745,25,110,135,246,91,12,123,175,521,0,
2010-11,24,MIA,NBA,PG,70,28,1579,155,388,.399,83,231,.359,72,157,.459,.506,54,62,.871,12,134,146,177,76,7,91,158,447,0,
2011-12,25,MIA,NBA,PG,64,64,1825,223,498,.448,101,260,.388,122,238,.513,.549,80,101,.792,16,155,171,222,97,11,142,166,627,0,
2012-13,26,MIA,NBA,PG,77,77,2068,227,529,.429,123,301,.409,104,228,.456,.545,89,112,.795,19,152,171,273,118,12,119,196,666,0,
2013-14,27,MIA,NBA,PG,73,73,2178,254,560,.454,87,226,.385,167,334,.500,.531,121,163,.742,41,173,214,357,119,16,162,210,716,0,
2014-15,28,MIA,NBA,PG,80,37,2368,267,663,.403,73,248,.294,194,415,.467,.458,206,266,.774,24,182,206,307,122,10,173,251,813,0,
2015-16,29,2TM,NBA,PG,61,7,1373,182,444,.410,46,149,.309,136,295,.461,.462,218,262,.832,24,133,157,230,88,13,110,181,628,0,
2015-16,29,MIA,NBA,PG,6,0,120,10,32,.313,1,11,.091,9,21,.429,.328,12,13,.923,1,13,14,19,8,1,9,16,33,0,
2015-16,29,MEM,NBA,PG,55,7,1253,172,412,.417,45,138,.326,127,274,.464,.472,206,249,.827,23,120,143,211,80,12,101,165,595,0,
2016-17,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2017-18,31,MEM,NBA,PG,66,10,1421,168,443,.379,53,191,.277,115,252,.456,.439,118,138,.855,13,144,157,197,79,14,117,179,507,0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,646,400,17245,1936,4641,.417,755,2153,.351,1181,2488,.475,.498,1116,1407,.793,211,1374,1585,2412,950,103,1202,1756,5743,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,51,2189,246,589,.417,96,273,.351,150,316,.475,.498,142,179,.793,27,174,201,306,121,13,153,223,729,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (8 Yrs),MIA (8 Yrs),MIA (8 Yrs),MIA (8 Yrs),,525,383,14571,1596,3786,.422,657,1824,.360,939,1962,.479,.508,792,1020,.776,175,1110,1285,2004,791,77,984,1412,4641,0,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,121,17,2674,340,855,.398,98,329,.298,242,526,.460,.455,324,387,.837,36,264,300,408,159,26,218,344,1102,0,
