Season,Team,Lg,Salary
2014-15,Houston Rockets,NBA,"$507,336"
2015-16,Denver Nuggets,NBA,"$845,059"
2016-17,Denver Nuggets,NBA,"$980,431"
Career,(may be incomplete),,"$2,332,826"
