Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2006-07,22,NJN,NBA,PF,61,0,669,99,171,0.579,0,0,99,171,0.579,0.579,56,103,0.544,64,112,176,10,11,21,33,94,254,0,
2007-08,23,NJN,NBA,PF,70,53,1773,238,434,0.548,0,0,238,434,0.548,0.548,99,217,0.456,192,317,509,55,36,61,68,155,575,0,
2008-09,24,NJN,NBA,C,62,7,995,113,214,0.528,0,0,113,214,0.528,0.528,32,85,0.376,104,154,258,31,22,48,31,106,258,0,
2009-10,25,NJN,NBA,PF,63,28,1045,117,223,0.525,0,0,117,223,0.525,0.525,19,58,0.328,124,191,315,29,30,48,37,111,253,0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,256,88,4482,567,1042,0.544,0,0,567,1042,0.544,0.544,206,463,0.445,484,774,1258,125,99,178,169,466,1340,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,28,1436,182,334,0.544,0,0,182,334,0.544,0.544,66,148,0.445,155,248,403,40,32,57,54,149,429,0,
