Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,21,DAL,NBA,PG,76,19,1173,157,366,.429,44,131,.336,113,235,.481,.489,78,103,.757,28,74,102,169,77,19,82,139,436,0,
2005-06,22,DAL,NBA,PG,56,4,1275,190,405,.469,5,21,.238,185,384,.482,.475,169,236,.716,26,99,125,177,53,16,84,121,554,0,6MOY-20
2006-07,23,DAL,NBA,PG,80,61,2081,292,593,.492,14,50,.280,278,543,.512,.504,215,261,.824,45,151,196,296,96,21,146,242,813,0,DPOY-24
2007-08,24,2TM,NBA,PG,64,61,2022,321,693,.463,56,167,.335,265,526,.504,.504,248,301,.824,28,145,173,369,90,10,161,190,946,0,
2007-08,24,DAL,NBA,PG,39,39,1184,187,387,.483,25,70,.357,162,317,.511,.516,161,196,.821,17,74,91,206,56,2,93,127,560,0,
2007-08,24,NJN,NBA,PG,25,22,838,134,306,.438,31,97,.320,103,209,.493,.489,87,105,.829,11,71,82,163,34,8,68,63,386,0,
2008-09,25,NJN,NBA,PG,69,69,2494,455,1039,.438,64,220,.291,391,819,.477,.469,496,605,.820,30,201,231,476,114,13,212,164,1470,0,AS
2009-10,26,NJN,NBA,PG,64,61,2221,356,884,.403,60,217,.276,296,667,.444,.437,308,386,.798,24,179,203,423,79,18,181,178,1080,0,
2010-11,27,2TM,NBA,PG,71,70,2254,343,813,.422,58,180,.322,285,633,.450,.458,335,402,.833,17,152,169,503,70,7,207,163,1079,0,
2010-11,27,NJN,NBA,PG,54,54,1724,260,612,.425,33,110,.300,227,502,.452,.452,258,307,.840,11,118,129,411,57,5,158,130,811,0,
2010-11,27,UTA,NBA,PG,17,16,530,83,201,.413,25,70,.357,58,131,.443,.475,77,95,.811,6,34,40,92,13,2,49,33,268,0,
2011-12,28,UTA,NBA,PG,63,63,1741,241,542,.445,77,213,.362,164,329,.498,.516,156,209,.746,12,100,112,316,64,13,122,136,715,0,
2012-13,29,ATL,NBA,SG,58,34,1421,194,443,.438,77,230,.335,117,213,.549,.525,112,154,.727,6,110,116,197,64,13,88,103,577,0,
2013-14,30,DAL,NBA,PG,40,0,818,96,254,.378,31,101,.307,65,153,.425,.439,92,115,.800,8,77,85,178,28,2,59,72,315,0,
2014-15,31,DAL,NBA,PG,76,3,1685,219,524,.418,95,266,.357,124,258,.481,.509,132,162,.815,13,122,135,237,78,14,85,147,665,0,
2015-16,32,DAL,NBA,PG,64,0,1280,167,374,.447,52,158,.329,115,216,.532,.516,101,140,.721,18,120,138,118,60,13,66,124,487,0,
2016-17,33,DAL,NBA,PG,65,0,1087,136,341,.399,58,177,.328,78,164,.476,.484,107,129,.829,11,116,127,136,43,7,57,101,437,0,
2017-18,34,2TM,NBA,PG,71,1,1340,187,454,.412,79,227,.348,108,227,.476,.499,142,170,.835,12,115,127,152,47,12,76,158,595,0,
2017-18,34,DAL,NBA,PG,44,1,807,118,284,.415,44,125,.352,74,159,.465,.493,93,112,.830,9,76,85,85,33,8,49,103,373,0,
2017-18,34,DEN,NBA,PG,27,0,533,69,170,.406,35,102,.343,34,68,.500,.509,49,58,.845,3,39,42,67,14,4,27,55,222,0,
2018-19,35,DAL,NBA,PG,68,2,1071,132,347,.380,62,200,.310,70,147,.476,.470,102,134,.761,12,100,112,122,35,16,56,133,428,0,
,,,,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
15 Yrs,15 Yrs,15 Yrs,15 Yrs,,985,448,23963,3486,8072,.432,832,2558,.325,2654,5514,.481,.483,2793,3507,.796,290,1861,2151,3869,998,194,1682,2171,10597,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,37,1995,290,672,.432,69,213,.325,221,459,.481,.483,233,292,.796,24,155,179,322,83,16,140,181,882,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (10 Yrs),DAL (10 Yrs),DAL (10 Yrs),DAL (10 Yrs),,608,129,12461,1694,3875,.437,430,1299,.331,1264,2576,.491,.493,1250,1588,.787,187,1009,1196,1724,559,118,777,1309,5068,0,
NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),,212,206,7277,1205,2841,.424,188,644,.292,1017,2197,.463,.457,1149,1403,.819,76,569,645,1473,284,44,619,535,3747,0,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,80,79,2271,324,743,.436,102,283,.360,222,460,.483,.505,233,304,.766,18,134,152,408,77,15,171,169,983,0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,58,34,1421,194,443,.438,77,230,.335,117,213,.549,.525,112,154,.727,6,110,116,197,64,13,88,103,577,0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,27,0,533,69,170,.406,35,102,.343,34,68,.500,.509,49,58,.845,3,39,42,67,14,4,27,55,222,0,
