"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Jalen Williams,,7.8,7.3,5.6
Charlie Scott,94.1,7.4,7.2,6.5
Tom Gola,93.7,7.4,7.1,6.5
Kirk Hinrich,91.5,7.6,7.2,4.1
George King,91.1,8.1,6.4,6.3
Calvin Murphy,91.1,8.3,8.0,5.0
Bob Cousy,90.9,7.7,7.2,3.9
Maurice Cheeks,90.1,8.5,7.9,4.9
Mark Jackson,89.9,7.6,7.2,3.7
Andy Phillip,89.8,7.7,7.4,3.8
Carl Braun,89.7,7.2,6.2,5.3
