Season,Team,Lg,Salary
2022-23,Oklahoma City Thunder,NBA,"$4,341,480"
2023-24,Oklahoma City Thunder,NBA,"$4,558,680"
2024-25,Oklahoma City Thunder,NBA,"$4,775,760"
Career,(may be incomplete),,"$13,675,920"
