Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2006-07,23,WAS,NBA,C,11,0,55,4,9,0.444,0,0,4,9,0.444,0.444,3,5,0.6,5,6,11,2,0,3,2,14,11,0,
1 Yr,1 Yr,1 Yr,1 Yr,,11,0,55,4,9,0.444,0,0,4,9,0.444,0.444,3,5,0.6,5,6,11,2,0,3,2,14,11,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,410,30,67,0.444,0,0,30,67,0.444,0.444,22,37,0.6,37,45,82,15,0,22,15,104,82,0,
