"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2008-09,23,CHI,NBA,C,7.0,7.0,271.0,0.51,0.51,0.51,0.76,0.573,0.49,0.0,111.0,105.0,102.0,99.0,105.0,160.0,0.0,
2009-10,24,CHI,NBA,C,5.0,5.0,188.0,0.528,0.528,0.528,0.947,0.603,0.358,0.0,115.0,107.0,106.0,125.0,111.0,119.0,0.0,
2010-11,25,CHI,NBA,C,16.0,16.0,529.0,0.411,0.411,0.411,0.725,0.475,0.411,0.0,90.0,84.0,83.0,95.0,88.0,137.0,0.0,
2011-12,26,CHI,NBA,C,3.0,3.0,99.0,0.731,0.731,0.731,0.636,0.73,0.423,0.0,163.0,153.0,150.0,85.0,138.0,153.0,0.0,
2012-13,27,CHI,NBA,C,12.0,12.0,409.0,0.437,0.437,0.437,0.641,0.474,0.328,0.0,97.0,90.0,88.0,85.0,89.0,121.0,0.0,
2013-14,28,CHI,NBA,C,5.0,5.0,210.0,0.512,0.512,0.512,0.588,0.536,0.415,0.0,113.0,105.0,102.0,78.0,99.0,146.0,0.0,
2014-15,29,CHI,NBA,C,12.0,12.0,395.0,0.408,0.408,0.408,0.35,0.407,0.263,0.0,91.0,84.0,82.0,47.0,76.0,96.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
2019-20,34,LAC,NBA,C,2.0,0.0,2.0,,,,,,,,,,,,,,,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,62.0,60.0,2103.0,0.465,0.465,0.465,0.676,0.508,0.371,0.0,102.0,96.0,94.0,89.0,94.0,129.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),,60.0,60.0,2101.0,0.465,0.465,0.465,0.676,0.508,0.371,0.0,102.0,96.0,94.0,89.0,94.0,129.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,2.0,,,,,,,,,,,,,,,
