"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2004-05,23,SEA,NBA,PG,11.0,11.0,378.0,0.393,0.422,0.235,0.411,0.95,0.462,0.187,0.159,88.0,90.0,66.0,85.0,126.0,87.0,58.0,81.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,28,MIL,NBA,PG,7.0,0.0,121.0,0.467,0.516,0.357,0.522,0.833,0.567,0.267,0.311,101.0,105.0,101.0,104.0,110.0,104.0,89.0,140.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,32,CHA,NBA,PG,4.0,0.0,36.0,0.308,0.286,0.333,0.385,,0.385,0.0,0.462,68.0,59.0,93.0,77.0,,71.0,0.0,178.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,11.0,535.0,0.406,0.438,0.297,0.439,0.906,0.486,0.194,0.224,89.0,92.0,84.0,90.0,120.0,91.0,62.0,105.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),,11.0,11.0,378.0,0.393,0.422,0.235,0.411,0.95,0.462,0.187,0.159,88.0,90.0,66.0,85.0,126.0,87.0,58.0,81.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,7.0,0.0,121.0,0.467,0.516,0.357,0.522,0.833,0.567,0.267,0.311,101.0,105.0,101.0,104.0,110.0,104.0,89.0,140.0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,0.0,36.0,0.308,0.286,0.333,0.385,,0.385,0.0,0.462,68.0,59.0,93.0,77.0,,71.0,0.0,178.0,
