Season,Team,Lg,Salary
2001-02,Detroit Pistons,NBA,"$1,693,560"
2002-03,Denver Nuggets,NBA,"$1,820,520"
2003-04,Denver Nuggets,NBA,"$1,947,600"
2004-05,Denver Nuggets,NBA,"$1,797,845"
Career,(may be incomplete),,"$7,259,525"
