Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2001-02,21,DET,NBA,SF,1.0,0.0,2.0,0.0,27.8,0.0,0.0,0.0,,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04,23,DEN,NBA,SF,4.0,0.0,26.0,8.1,30.3,0.267,0.0,6.1,0.0,8.1,24.2,0.333,0.267,0.0,0.0,2.0,8.1,10.1,0.0,4.0,0.0,4.0,6.1,16.2,56.0,98.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5.0,0.0,28.0,7.5,30.1,0.25,0.0,5.7,0.0,7.5,24.5,0.308,0.25,0.0,0.0,1.9,7.5,9.4,0.0,3.8,0.0,5.7,5.7,15.1,49.0,99.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,4.0,0.0,26.0,8.1,30.3,0.267,0.0,6.1,0.0,8.1,24.2,0.333,0.267,0.0,0.0,2.0,8.1,10.1,0.0,4.0,0.0,4.0,6.1,16.2,56.0,98.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,1.0,0.0,2.0,0.0,27.8,0.0,0.0,0.0,,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,107.0,
