"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2013-14,21,CHA,NBA,C,4.0,0.0,53.0,0.333,0.333,0.333,0.5,0.372,0.444,0.0,73.0,68.0,67.0,66.0,69.0,156.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
2015-16,23,CHO,NBA,C,7.0,2.0,137.0,0.553,0.553,0.553,0.81,0.624,0.553,0.0,122.0,112.0,110.0,107.0,115.0,200.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
2022-23,30,MIA,NBA,C,21.0,0.0,174.0,0.571,0.571,0.571,0.4,0.553,0.429,0.0,120.0,104.0,105.0,51.0,95.0,161.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,32.0,2.0,364.0,0.537,0.537,0.537,0.625,0.567,0.488,0.0,116.0,104.0,103.0,82.0,102.0,179.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),,11.0,2.0,190.0,0.511,0.511,0.511,0.76,0.578,0.532,0.0,113.0,104.0,102.0,100.0,107.0,192.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,21.0,0.0,174.0,0.571,0.571,0.571,0.4,0.553,0.429,0.0,120.0,104.0,105.0,51.0,95.0,161.0,0.0,
