"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2023-24,19,SAS,NBA,SF,12.0,0.0,141.0,0.485,10.4,0.636,0.424,0.212,0.0,0.0,0.364,0.714,0.857,0.429,,,0.083,0.8,1.0,0.333,10.0,0.5,0.167,0.0,0.0,
2024-25,20,2TM,NBA,SF,22.0,0.0,114.0,0.433,13.7,0.567,0.267,0.267,0.0,0.033,0.433,0.588,0.75,0.5,,0.0,0.231,0.7,1.0,0.167,4.0,0.385,0.4,0.0,0.0,
2024-25,20,SAS,NBA,SF,17.0,0.0,54.0,0.5,12.6,0.611,0.333,0.222,0.0,0.056,0.389,0.545,0.833,0.25,,0.0,0.429,0.833,1.0,0.167,3.0,0.286,1.0,0.0,0.0,
2024-25,20,POR,NBA,SF,5.0,0.0,60.0,0.333,14.7,0.5,0.167,0.333,0.0,0.0,0.5,0.667,0.5,0.75,,,0.0,0.5,,0.167,1.0,0.5,0.0,0.0,0.0,
2025-26,21,POR,NBA,SF,15.0,6.0,256.0,0.39,15.9,0.441,0.153,0.254,0.034,0.0,0.559,0.538,0.778,0.467,0.0,,0.273,0.571,1.0,0.068,2.0,0.394,0.385,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,49.0,6.0,511.0,0.426,13.4,0.525,0.254,0.246,0.016,0.008,0.475,0.609,0.806,0.467,0.0,0.0,0.224,0.692,1.0,0.164,16.0,0.414,0.333,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,10.0,855.0,0.426,13.4,0.525,0.254,0.246,0.016,0.008,0.475,0.609,0.806,0.467,0.0,0.0,0.224,0.692,1.0,0.164,27.0,0.414,0.333,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,29.0,0.0,195.0,0.49,11.5,0.627,0.392,0.216,0.0,0.02,0.373,0.656,0.85,0.364,,0.0,0.211,0.81,1.0,0.275,13.0,0.421,0.375,0.0,0.0,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,20.0,6.0,316.0,0.38,15.3,0.451,0.155,0.268,0.028,0.0,0.549,0.563,0.727,0.526,0.0,,0.231,0.556,1.0,0.085,3.0,0.41,0.313,0.0,0.0,
