Season,Team,Lg,Salary
2019-20,Los Angeles Clippers,NBA,"$1,977,000"
2020-21,Sacramento Kings,NBA,"$2,075,880"
2020-21,Cleveland Cavaliers,NBA,"$356,473"
2021-22,Houston Rockets,NBA,"$19,186"
2022-23,Boston Celtics,NBA,(TW)
Career,(may be incomplete),,"$4,428,539"
