"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2007-08,22,DAL,NBA,C,5.0,0.0,133.0,0.472,0.486,0.0,0.472,0.96,0.617,0.694,0.028,103.0,100.0,0.0,95.0,127.0,114.0,227.0,13.0,
2008-09,23,DAL,NBA,C,10.0,0.0,192.0,0.55,0.55,,0.55,0.903,0.638,0.517,0.0,120.0,113.0,,110.0,117.0,117.0,169.0,0.0,
2009-10,24,ORL,NBA,PF,7.0,0.0,42.0,0.538,0.538,,0.538,0.833,0.607,0.462,0.0,117.0,109.0,,108.0,110.0,112.0,154.0,0.0,
2010-11,25,ORL,NBA,PF,6.0,6.0,139.0,0.421,0.421,,0.421,0.923,0.503,0.342,0.0,92.0,86.0,,84.0,121.0,93.0,114.0,0.0,
2011-12,26,BOS,NBA,PF,20.0,20.0,608.0,0.463,0.463,,0.463,0.922,0.544,0.366,0.0,103.0,97.0,,95.0,123.0,103.0,133.0,0.0,
2012-13,27,BOS,NBA,PF,6.0,5.0,204.0,0.483,0.483,,0.483,0.8,0.562,0.517,0.0,107.0,100.0,,97.0,106.0,105.0,191.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,29,BOS,NBA,PF,4.0,4.0,86.0,0.35,0.35,,0.35,0.6,0.41,0.5,0.0,78.0,72.0,,71.0,80.0,77.0,183.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,31,LAC,NBA,PF,1.0,0.0,4.0,0.333,0.333,,0.333,,0.333,0.0,0.0,73.0,66.0,,65.0,,60.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,59.0,35.0,1408.0,0.471,0.472,0.0,0.471,0.89,0.558,0.439,0.003,103.0,98.0,0.0,95.0,118.0,104.0,153.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,
BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),,30.0,29.0,898.0,0.455,0.455,,0.455,0.865,0.534,0.397,0.0,101.0,95.0,,93.0,115.0,101.0,145.0,0.0,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,15.0,0.0,325.0,0.521,0.526,0.0,0.521,0.929,0.63,0.583,0.01,114.0,109.0,0.0,104.0,122.0,116.0,191.0,5.0,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,13.0,6.0,181.0,0.451,0.451,,0.451,0.895,0.531,0.373,0.0,98.0,92.0,,90.0,117.0,98.0,124.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,1.0,0.0,4.0,0.333,0.333,,0.333,,0.333,0.0,0.0,73.0,66.0,,65.0,,60.0,0.0,0.0,
