"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,22,HOU,NBA,PF,2.0,0.0,12.0,0.333,0.5,0.0,0.333,0.5,0.387,0.667,0.333,74.0,102.0,0.0,66.0,66.0,71.0,241.0,117.0,
2016-17,23,HOU,NBA,C,5.0,0.0,21.0,0.333,0.333,,0.333,0.5,0.443,2.0,0.0,73.0,66.0,,65.0,65.0,80.0,739.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,25,LAC,NBA,C,6.0,0.0,158.0,0.73,0.742,0.0,0.73,0.692,0.739,0.413,0.016,159.0,143.0,0.0,139.0,90.0,132.0,160.0,4.0,
2019-20,26,LAC,NBA,C,13.0,0.0,243.0,0.573,0.597,0.2,0.579,0.603,0.608,0.829,0.061,125.0,114.0,56.0,110.0,78.0,108.0,319.0,16.0,
2020-21,27,LAL,NBA,C,4.0,0.0,39.0,0.571,0.571,,0.571,0.778,0.64,0.643,0.0,123.0,108.0,,106.0,100.0,112.0,260.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,29,PHI,NBA,C,2.0,0.0,7.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,32.0,0.0,480.0,0.613,0.634,0.143,0.616,0.631,0.639,0.661,0.042,133.0,121.0,40.0,117.0,82.0,113.0,255.0,11.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,19.0,0.0,401.0,0.641,0.662,0.167,0.645,0.628,0.66,0.648,0.041,139.0,127.0,47.0,122.0,81.0,117.0,250.0,11.0,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,7.0,0.0,33.0,0.333,0.4,0.0,0.333,0.5,0.42,1.333,0.167,73.0,80.0,0.0,66.0,65.0,77.0,490.0,59.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,0.0,39.0,0.571,0.571,,0.571,0.778,0.64,0.643,0.0,123.0,108.0,,106.0,100.0,112.0,260.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,2.0,0.0,7.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
