Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,24,GSW,NBA,C,9,3,80,10.2,11.5,0.889,0.0,0.0,10.2,11.5,0.889,0.889,3.2,8.3,0.385,5.7,7.7,13.4,1.3,1.9,1.3,0.6,9.6,23.6,154,111,
1 Yr,1 Yr,1 Yr,1 Yr,,9,3,80,10.2,11.5,0.889,0.0,0.0,10.2,11.5,0.889,0.889,3.2,8.3,0.385,5.7,7.7,13.4,1.3,1.9,1.3,0.6,9.6,23.6,154,111,
