"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2020-21,25,MEM,NBA,WC1,UTA,L (1-4),5.0,35.0,25.8,4.2,2.2,1.4,0.4,50.0,97.0,0.515,8.0,20.0,0.4,42.0,77.0,0.545,0.557,21.0,26.0,0.808,5.0,16.0,21.0,11.0,7.0,2.0,9.0,17.0,129.0,
2021-22,26,MEM,NBA,WC1,MIN,W (4-2),6.0,33.3,16.5,2.5,2.3,0.8,0.2,36.0,96.0,0.375,13.0,35.0,0.371,23.0,61.0,0.377,0.443,14.0,21.0,0.667,5.0,10.0,15.0,14.0,5.0,1.0,16.0,22.0,99.0,
2021-22,26,MEM,NBA,WCS,GSW,L (2-4),5.0,27.2,12.4,3.0,3.2,1.2,0.4,24.0,76.0,0.316,12.0,37.0,0.324,12.0,39.0,0.308,0.395,2.0,4.0,0.5,3.0,12.0,15.0,16.0,6.0,2.0,6.0,14.0,62.0,
2022-23,27,MEM,NBA,WC1,LAL,L (2-4),6.0,27.8,10.5,3.0,1.8,0.2,0.0,24.0,77.0,0.312,10.0,42.0,0.238,14.0,35.0,0.4,0.377,5.0,7.0,0.714,3.0,15.0,18.0,11.0,1.0,0.0,7.0,20.0,63.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,29,HOU,NBA,WC1,GSW,L (3-4),7.0,29.4,12.3,3.1,1.3,0.7,0.3,28.0,63.0,0.444,10.0,29.0,0.345,18.0,34.0,0.529,0.524,20.0,24.0,0.833,9.0,13.0,22.0,9.0,5.0,2.0,9.0,27.0,86.0,
4 Yrs (5 Series),4 Yrs (5 Series),4 Yrs (5 Series),4 Yrs (5 Series),4 Yrs (5 Series),4 Yrs (5 Series),1-4,29.0,30.5,15.1,3.1,2.1,0.8,0.2,162.0,409.0,0.396,53.0,163.0,0.325,109.0,246.0,0.443,0.461,62.0,82.0,0.756,25.0,66.0,91.0,61.0,24.0,7.0,47.0,100.0,439.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (4 Series),WC1 (4 Series),WC1 (4 Series),WC1 (4 Series),WC1 (4 Series),WC1 (4 Series),1-3,24.0,31.2,15.7,3.2,1.9,0.8,0.2,138.0,333.0,0.414,41.0,126.0,0.325,97.0,207.0,0.469,0.476,60.0,78.0,0.769,22.0,54.0,76.0,45.0,18.0,5.0,41.0,86.0,377.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),0-1,5.0,27.2,12.4,3.0,3.2,1.2,0.4,24.0,76.0,0.316,12.0,37.0,0.324,12.0,39.0,0.308,0.395,2.0,4.0,0.5,3.0,12.0,15.0,16.0,6.0,2.0,6.0,14.0,62.0,
