Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,23.0,LAL,NBA,SF,1,1,10:54,3,6,0.5,2,4,0.5,0,0,,0,2,0,0,0,0,1,8
Career,,,NBA,,1,1,11,3,6,0.5,2,4,0.5,0,0,,0,2,0,0,0,0,1,8
