Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2013-14,23,CHI,NBA,C,24,0,62,3,13,0.231,0,3,0.0,3,10,0.3,0.231,0,0,2,6,8,2,0,4,2,7,6,0,
1 Yr,1 Yr,1 Yr,1 Yr,,24,0,62,3,13,0.231,0,3,0.0,3,10,0.3,0.231,0,0,2,6,8,2,0,4,2,7,6,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,212,10,44,0.231,0,10,0.0,10,34,0.3,0.231,0,0,7,21,27,7,0,14,7,24,21,0,
