Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2003-04,21,NYK,NBA,PF,4.0,0.0,57.0,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,4.0,6.0,0.667,4.0,6.0,10.0,0.0,0.0,1.0,0.0,7.0,16.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,23,CHI,NBA,C,6.0,6.0,120.0,14.0,34.0,0.412,0.0,0.0,14.0,34.0,0.412,0.412,15.0,19.0,0.789,16.0,17.0,33.0,7.0,3.0,6.0,7.0,24.0,43.0,0.0,
2006-07,24,CHI,NBA,C,1.0,0.0,3.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,6.0,180.0,21.0,47.0,0.447,0.0,0.0,21.0,47.0,0.447,0.447,19.0,27.0,0.704,20.0,23.0,43.0,7.0,3.0,7.0,7.0,32.0,61.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,45.0,1342.0,157.0,350.0,0.447,0.0,0.0,157.0,350.0,0.447,0.447,142.0,201.0,0.704,149.0,171.0,321.0,52.0,22.0,52.0,52.0,239.0,455.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,7.0,6.0,123.0,15.0,36.0,0.417,0.0,0.0,15.0,36.0,0.417,0.417,15.0,21.0,0.714,16.0,17.0,33.0,7.0,3.0,6.0,7.0,25.0,45.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,0.0,57.0,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,4.0,6.0,0.667,4.0,6.0,10.0,0.0,0.0,1.0,0.0,7.0,16.0,0.0,
