"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2001-02,22,WAS,NBA,C,62,2,1266,.493,4.3,1.000,.538,.303,.127,.032,.000,.493,.731,.239,.179,.143,,.541,.235,50,,0,0,
2002-03,23,WAS,NBA,C,81,69,1930,.510,4.0,1.000,.605,.224,.150,.021,.000,.510,.668,.197,.373,.286,,.543,.257,83,,0,0,
2003-04,24,WAS,NBA,C,77,59,1484,.515,4.6,.997,.469,.379,.124,.026,.003,.517,.687,.395,.271,.400,.000,.500,.178,66,.000,0,0,
2004-05,25,WAS,NBA,C,68,68,1865,.560,3.8,1.000,.504,.431,.059,.007,.000,.560,.763,.370,.280,.000,,.540,.220,92,,0,0,
2005-06,26,WAS,NBA,C,79,70,1879,.514,3.7,1.000,.549,.368,.072,.012,.000,.514,.675,.333,.226,.400,,.505,.162,69,,0,0,
2006-07,27,WAS,NBA,C,77,49,1740,.558,3.4,1.000,.614,.293,.070,.023,.000,.558,.702,.346,.200,.500,,.510,.228,78,,0,0,
2007-08,28,WAS,NBA,C,80,80,2228,.528,4.4,1.000,.551,.287,.129,.033,.000,.528,.676,.343,.390,.200,,.528,.182,107,,0,0,
2008-09,29,WAS,NBA,C,6,5,175,.480,4.1,1.000,.580,.240,.140,.040,.000,.480,.690,.333,.000,.000,,.625,.240,12,,0,0,
2009-10,30,2TM,NBA,C,77,67,2355,.562,2.8,.998,.705,.216,.043,.035,.002,.563,.676,.292,.286,.294,.000,.583,.253,121,.000,0,0,DPOY-17
2009-10,30,WAS,NBA,C,49,48,1614,.561,3.0,1.000,.690,.224,.051,.036,.000,.561,.697,.253,.294,.250,,.532,.257,83,,0,0,
2009-10,30,DAL,NBA,C,28,19,741,.564,2.5,.994,.737,.199,.026,.032,.006,.568,.635,.387,.250,.400,.000,.693,.244,38,.000,0,0,
2010-11,31,DAL,NBA,C,72,8,1331,.574,3.6,.996,.677,.247,.054,.018,.004,.577,.715,.273,.417,.000,.000,.688,.300,63,.000,0,0,
2011-12,32,DAL,NBA,C,54,54,1146,.518,3.7,1.000,.592,.316,.092,.000,.000,.518,.674,.306,.238,,,.644,.197,42,,0,0,
2012-13,33,CHA,NBA,C,61,17,1162,.431,6.0,.995,.333,.458,.185,.019,.005,.433,.611,.354,.300,.500,.000,.570,.065,14,.000,0,0,
2013-14,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2014-15,35,CLE,NBA,C,22,1,119,.467,6.2,1.000,.167,.667,.133,.033,.000,.467,.800,.350,.500,1.000,,.786,.067,2,,0,0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,816,549,18680,.528,4.1,.999,.561,.318,.098,.022,.001,.528,.691,.329,.297,.284,.000,.553,.207,799,.000,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,55,1877,.528,4.1,.999,.561,.318,.098,.022,.001,.528,.691,.329,.297,.284,.000,.553,.207,80,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (9 Yrs),WAS (9 Yrs),WAS (9 Yrs),WAS (9 Yrs),,579,450,14181,.531,3.9,1.000,.561,.317,.098,.024,.000,.531,.696,.329,.294,.270,.000,.525,.210,640,.000,0,0,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,154,81,3218,.550,3.3,.997,.661,.260,.061,.015,.003,.552,.678,.310,.297,.222,.000,.674,.247,143,.000,0,0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,61,17,1162,.431,6.0,.995,.333,.458,.185,.019,.005,.433,.611,.354,.300,.500,.000,.570,.065,14,.000,0,0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,22,1,119,.467,6.2,1.000,.167,.667,.133,.033,.000,.467,.800,.350,.500,1.000,,.786,.067,2,,0,0,
