Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2006-07,24,HOU,NBA,SG,1,0,3,18.3,36.5,0.5,0.0,0.0,18.3,36.5,0.5,0.5,36.5,36.5,1.0,0.0,18.3,18.3,18.3,0.0,0.0,0.0,0.0,73.0,159,101,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,3,18.3,36.5,0.5,0.0,0.0,18.3,36.5,0.5,0.5,36.5,36.5,1.0,0.0,18.3,18.3,18.3,0.0,0.0,0.0,0.0,73.0,159,101,
