Season,Team,Lg,Salary
2000-01,Charlotte Hornets,NBA,"$975,000"
2001-02,Charlotte Hornets,NBA,"$1,048,080"
2002-03,New Orleans Hornets,NBA,"$1,121,280"
2003-04,New Orleans Hornets,NBA,"$1,726,771"
2004-05,New Orleans Hornets,NBA,"$8,533,333"
2005-06,Milwaukee Bucks,NBA,"$8,533,333"
2006-07,Portland Trail Blazers,NBA,"$8,433,334"
2007-08,New Jersey Nets,NBA,"$4,000,000"
2008-09,Miami Heat,NBA,"$1,141,838"
2009-10,Miami Heat,NBA,"$1,229,225"
2010-11,Miami Heat,NBA,"$1,229,255"
2011-12,Toronto Raptors,NBA,"$1,352,181"
Career,(may be incomplete),,"$39,323,630"
