"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2000-01,22,CHH,NBA,C,74.0,0.0,1095.0,0.45,5.7,0.993,0.513,0.247,0.103,0.129,0.007,0.454,0.626,0.254,0.25,0.314,0.0,0.697,0.181,41.0,0.0,,1.0,0.0,
2001-02,23,CHH,NBA,C,82.0,8.0,1549.0,0.551,2.8,0.998,0.691,0.22,0.051,0.034,0.002,0.552,0.64,0.363,0.286,0.357,0.0,0.623,0.242,90.0,0.0,,0.0,0.0,
2002-03,24,NOH,NBA,C,82.0,82.0,2443.0,0.48,4.4,0.995,0.515,0.331,0.118,0.031,0.005,0.483,0.618,0.367,0.293,0.2,0.0,0.607,0.181,101.0,0.333,0.0,2.0,0.0,
2003-04,25,NOH,NBA,C,82.0,82.0,2777.0,0.473,4.6,0.999,0.488,0.365,0.082,0.064,0.001,0.474,0.605,0.363,0.273,0.365,0.0,0.624,0.158,110.0,0.0,,0.0,0.0,AS
2004-05,26,NOH,NBA,C,23.0,22.0,703.0,0.432,5.1,1.0,0.441,0.37,0.119,0.07,0.0,0.432,0.59,0.357,0.222,0.188,,0.643,0.115,24.0,,,0.0,0.0,
2005-06,27,MIL,NBA,C,82.0,82.0,2465.0,0.467,4.0,1.0,0.48,0.421,0.062,0.037,0.0,0.467,0.6,0.375,0.132,0.348,,0.62,0.107,64.0,,,0.0,0.0,
2006-07,28,POR,NBA,C,81.0,23.0,1703.0,0.504,3.4,1.0,0.552,0.367,0.056,0.025,0.0,0.504,0.615,0.372,0.455,0.1,,0.633,0.149,54.0,,,0.0,0.0,
2007-08,29,2TM,NBA,C,31.0,2.0,286.0,0.327,4.3,1.0,0.545,0.309,0.073,0.073,0.0,0.327,0.433,0.118,0.0,0.75,,0.667,0.145,7.0,,,0.0,0.0,
2007-08,29,NJN,NBA,C,24.0,2.0,259.0,0.306,4.5,1.0,0.571,0.265,0.082,0.082,0.0,0.306,0.393,0.077,0.0,0.75,,0.733,0.143,6.0,,,0.0,0.0,
2007-08,29,DAL,NBA,C,7.0,0.0,27.0,0.5,4.1,1.0,0.333,0.667,0.0,0.0,0.0,0.5,1.0,0.25,,,,0.333,0.167,1.0,,,0.0,0.0,
2008-09,30,MIA,NBA,C,55.0,12.0,709.0,0.496,2.7,1.0,0.626,0.328,0.038,0.008,0.0,0.496,0.671,0.233,0.0,0.0,,0.569,0.206,25.0,,,0.0,0.0,
2009-10,31,MIA,NBA,C,36.0,0.0,359.0,0.5,2.4,1.0,0.661,0.304,0.018,0.018,0.0,0.5,0.622,0.294,0.0,0.0,,0.464,0.196,10.0,,,0.0,0.0,
2010-11,32,MIA,NBA,C,18.0,0.0,158.0,0.591,2.9,1.0,0.545,0.455,0.0,0.0,0.0,0.591,0.833,0.3,,,,0.538,0.136,3.0,,,0.0,0.0,
2011-12,33,TOR,NBA,C,34.0,1.0,374.0,0.378,3.0,1.0,0.733,0.222,0.044,0.0,0.0,0.378,0.515,0.0,0.0,,,0.882,0.156,5.0,,,0.0,0.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,680.0,314.0,14621.0,0.48,3.8,0.998,0.532,0.34,0.079,0.048,0.002,0.481,0.614,0.349,0.256,0.307,0.0,0.625,0.163,534.0,0.143,0.0,3.0,0.0,
