Season,Team,Lg,Salary
2015-16,Brooklyn Nets,NBA,"$1,140,240"
2016-17,Washington Wizards,NBA,"$1,191,480"
2017-18,Washington Wizards,NBA,"$1,471,382"
Career,(may be incomplete),,"$3,803,102"
