"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2013-14,23,WAS,NBA,EC1,CHI,W (4-1),5.0,38.6,18.8,4.6,6.8,2.2,0.4,28.0,77.0,0.364,3.0,11.0,0.273,25.0,66.0,0.379,0.383,35.0,46.0,0.761,3.0,20.0,23.0,34.0,11.0,2.0,12.0,12.0,94.0,
2013-14,23,WAS,NBA,ECS,IND,L (2-4),6.0,37.7,14.2,3.5,7.3,1.2,1.0,32.0,87.0,0.368,4.0,21.0,0.19,28.0,66.0,0.424,0.391,17.0,22.0,0.773,2.0,19.0,21.0,44.0,7.0,6.0,24.0,17.0,85.0,
2014-15,24,WAS,NBA,EC1,TOR,W (4-0),4.0,38.0,17.3,4.0,12.5,0.8,1.0,21.0,54.0,0.389,3.0,11.0,0.273,18.0,43.0,0.419,0.417,24.0,28.0,0.857,0.0,16.0,16.0,50.0,3.0,4.0,13.0,8.0,69.0,
2014-15,24,WAS,NBA,ECS,ATL,L (2-4),3.0,40.3,17.7,5.7,11.0,2.3,2.0,22.0,56.0,0.393,0.0,6.0,0.0,22.0,50.0,0.44,0.393,9.0,11.0,0.818,5.0,12.0,17.0,33.0,7.0,6.0,14.0,5.0,53.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,26,WAS,NBA,EC1,ATL,W (4-2),6.0,38.7,29.5,4.0,10.3,1.7,0.7,63.0,120.0,0.525,9.0,19.0,0.474,54.0,101.0,0.535,0.563,42.0,50.0,0.84,1.0,23.0,24.0,62.0,10.0,4.0,27.0,12.0,177.0,
2016-17,26,WAS,NBA,ECS,BOS,L (3-4),7.0,39.1,25.1,3.4,10.3,1.7,1.6,64.0,161.0,0.398,12.0,42.0,0.286,52.0,119.0,0.437,0.435,36.0,43.0,0.837,6.0,18.0,24.0,72.0,12.0,11.0,28.0,14.0,176.0,
2017-18,27,WAS,NBA,EC1,TOR,L (2-4),6.0,39.0,26.0,5.7,11.5,2.3,1.3,56.0,127.0,0.441,4.0,21.0,0.19,52.0,106.0,0.491,0.457,40.0,47.0,0.851,3.0,31.0,34.0,69.0,14.0,8.0,27.0,16.0,156.0,
4 Yrs (7 Series),4 Yrs (7 Series),4 Yrs (7 Series),4 Yrs (7 Series),4 Yrs (7 Series),4 Yrs (7 Series),3-4,37.0,38.7,21.9,4.3,9.8,1.7,1.1,286.0,682.0,0.419,35.0,131.0,0.267,251.0,551.0,0.456,0.445,203.0,247.0,0.822,20.0,139.0,159.0,364.0,64.0,41.0,145.0,84.0,810.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),3-1,21.0,38.6,23.6,4.6,10.2,1.8,0.9,168.0,378.0,0.444,19.0,62.0,0.306,149.0,316.0,0.472,0.47,141.0,171.0,0.825,7.0,90.0,97.0,215.0,38.0,18.0,79.0,48.0,496.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),0-3,16.0,38.8,19.6,3.9,9.3,1.6,1.4,118.0,304.0,0.388,16.0,69.0,0.232,102.0,235.0,0.434,0.414,62.0,76.0,0.816,13.0,49.0,62.0,149.0,26.0,23.0,66.0,36.0,314.0,
