Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2013-14,22,IND,NBA,SF,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,24,IND,NBA,SF,7.0,0.0,198.0,3.8,8.5,0.452,3.0,5.2,0.579,0.8,3.3,0.25,0.629,4.1,4.4,0.938,1.4,6.3,7.6,2.2,0.5,0.0,0.8,5.5,14.7,143.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,26,NOP,NBA,SF,9.0,0.0,114.0,3.7,10.2,0.36,2.5,6.6,0.375,1.2,3.7,0.333,0.48,3.7,4.1,0.9,2.5,4.5,7.0,2.9,0.4,0.4,2.5,7.0,13.5,107.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,28,MIA,NBA,PF,7.0,0.0,42.0,6.0,10.7,0.556,2.4,7.1,0.333,3.6,3.6,1.0,0.667,0.0,0.0,,1.2,7.1,8.3,3.6,1.2,0.0,0.0,6.0,14.3,143.0,113.0,
2020-21,29,ATL,NBA,PF,14.0,3.0,145.0,2.1,8.2,0.25,1.0,6.2,0.167,1.0,2.1,0.5,0.313,0.7,1.4,0.5,1.0,5.5,6.5,1.0,0.7,0.3,0.3,6.2,5.8,80.0,114.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,38.0,3.0,500.0,3.4,9.0,0.382,2.2,6.0,0.373,1.2,3.0,0.4,0.506,2.6,3.0,0.867,1.5,5.7,7.2,2.1,0.6,0.2,1.0,6.1,11.7,117.0,112.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,8.0,0.0,199.0,3.8,8.4,0.452,3.0,5.2,0.579,0.8,3.3,0.25,0.629,4.1,4.3,0.938,1.4,6.2,7.6,2.2,0.5,0.0,0.8,5.4,14.7,143.0,108.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,14.0,3.0,145.0,2.1,8.2,0.25,1.0,6.2,0.167,1.0,2.1,0.5,0.313,0.7,1.4,0.5,1.0,5.5,6.5,1.0,0.7,0.3,0.3,6.2,5.8,80.0,114.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,9.0,0.0,114.0,3.7,10.2,0.36,2.5,6.6,0.375,1.2,3.7,0.333,0.48,3.7,4.1,0.9,2.5,4.5,7.0,2.9,0.4,0.4,2.5,7.0,13.5,107.0,113.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,7.0,0.0,42.0,6.0,10.7,0.556,2.4,7.1,0.333,3.6,3.6,1.0,0.667,0.0,0.0,,1.2,7.1,8.3,3.6,1.2,0.0,0.0,6.0,14.3,143.0,113.0,
