"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2020-21,20,PHO,NBA,PF,6.0,0.0,18.0,0.5,7.4,0.75,0.5,0.25,0.0,0.0,0.25,0.333,0.5,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,23,IND,NBA,C,7.0,0.0,42.0,0.375,14.9,0.5,0.125,0.375,0.0,0.0,0.5,0.25,0.0,0.333,0.5,1.0,0.5,0.0,0.0,0.0,,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13.0,0.0,60.0,0.417,11.2,0.583,0.25,0.333,0.0,0.0,0.417,0.286,0.333,0.25,0.6,1.0,0.667,0.083,1.0,0.2,1.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,378.0,0.417,11.2,0.583,0.25,0.333,0.0,0.0,0.417,0.286,0.333,0.25,0.6,1.0,0.667,0.083,6.0,0.2,1.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,7.0,0.0,42.0,0.375,14.9,0.5,0.125,0.375,0.0,0.0,0.5,0.25,0.0,0.333,0.5,1.0,0.5,0.0,0.0,0.0,,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,6.0,0.0,18.0,0.5,7.4,0.75,0.5,0.25,0.0,0.0,0.25,0.333,0.5,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,
