Season,Team,Lg,Salary
2018-19,Cleveland Cavaliers,NBA,"$4,068,600"
2019-20,Cleveland Cavaliers,NBA,"$4,764,960"
2020-21,Cleveland Cavaliers,NBA,"$4,991,880"
2021-22,Cleveland Cavaliers,NBA,"$6,349,671"
2022-23,Utah Jazz,NBA,"$16,500,000"
2023-24,Utah Jazz,NBA,"$17,325,000"
2024-25,Utah Jazz,NBA,"$18,350,000"
Career,(may be incomplete),,"$72,350,111"
