Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,19,BOS,NBA,SF,3,0,11,4.7,14.2,0.333,0.0,4.7,0.0,4.7,9.5,0.5,0.333,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,9.5,71,113,
2024-25,20,BOS,NBA,PF,5,0,15,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,61,116,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8,0,26,2.0,8.1,0.25,0.0,4.0,0.0,2.0,4.0,0.5,0.25,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,68,115,
