Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,22,SAS,NBA,SF,5,0,35,2.8,5.5,0.5,0.0,1.4,0.0,2.8,4.1,0.667,0.5,0.0,0.0,2.8,9.7,12.4,4.1,4.1,0.0,1.4,2.8,5.5,117,111,
2025-26,23,SAS,NBA,SF,3,0,11,8.8,13.2,0.667,4.4,4.4,1.0,4.4,8.8,0.5,0.833,0.0,0.0,13.2,0.0,13.2,0.0,0.0,0.0,0.0,8.8,22.0,182,123,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8,0,46,4.2,7.4,0.571,1.1,2.1,0.5,3.2,5.3,0.6,0.643,0.0,0.0,5.3,7.4,12.6,3.2,3.2,0.0,1.1,4.2,9.5,140,114,
