0
2013-14 NBA 249 (10th)
2014-15 NBA 222 (14th)
2016-17 NBA 216 (20th)
2021-22 NBA 247 (4th)
2022-23 NBA 245 (5th)
2023-24 NBA 218 (15th)
Active 2654 (9th)
