0
2014-15 NBA 16.2 (6th)
2015-16 NBA 16.0 (3rd)
2016-17 NBA 12.7 (19th)
2018-19 NBA 14.0 (6th)
2019-20 NBA 12.0 (19th)
2020-21 NBA 13.7 (10th)
2021-22 NBA 11.3 (18th)
Active 12.0 (12th)
