"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2010-11,25,IND,NBA,EC1,CHI,L (1-4),5.0,32.8,11.2,5.4,1.0,1.2,0.0,20.0,60.0,0.333,0.0,0.0,20.0,60.0,0.333,0.333,16.0,18.0,0.889,13.0,14.0,27.0,5.0,6.0,0.0,9.0,13.0,56.0,
2011-12,26,IND,NBA,EC1,ORL,W (4-1),5.0,17.2,3.8,3.8,0.4,0.8,0.4,8.0,24.0,0.333,0.0,0.0,8.0,24.0,0.333,0.333,3.0,7.0,0.429,5.0,14.0,19.0,2.0,4.0,2.0,2.0,13.0,19.0,
2011-12,26,IND,NBA,ECS,MIA,L (2-4),6.0,13.0,4.8,2.7,0.7,0.2,0.2,9.0,26.0,0.346,0.0,0.0,9.0,26.0,0.346,0.346,11.0,14.0,0.786,7.0,9.0,16.0,4.0,1.0,1.0,6.0,9.0,29.0,
2012-13,27,IND,NBA,EC1,ATL,W (4-2),6.0,16.0,5.7,4.7,0.5,0.8,0.0,10.0,25.0,0.4,0.0,0.0,10.0,25.0,0.4,0.4,14.0,21.0,0.667,18.0,10.0,28.0,3.0,5.0,0.0,7.0,19.0,34.0,
2012-13,27,IND,NBA,ECS,NYK,W (4-2),6.0,12.3,2.5,2.0,0.2,0.0,0.0,5.0,15.0,0.333,0.0,0.0,5.0,15.0,0.333,0.333,5.0,9.0,0.556,8.0,4.0,12.0,1.0,0.0,0.0,6.0,11.0,15.0,
2012-13,27,IND,NBA,ECF,MIA,L (3-4),7.0,10.1,4.1,3.0,0.1,0.1,0.0,11.0,22.0,0.5,0.0,0.0,11.0,22.0,0.5,0.5,7.0,14.0,0.5,10.0,11.0,21.0,1.0,1.0,0.0,2.0,11.0,29.0,
2013-14,28,TOR,NBA,EC1,BRK,L (3-4),3.0,9.7,2.3,2.0,0.3,0.0,0.0,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,5.0,6.0,0.833,2.0,4.0,6.0,1.0,0.0,0.0,2.0,8.0,7.0,
2014-15,29,TOR,NBA,EC1,WAS,L (0-4),4.0,12.0,1.3,1.5,0.8,0.5,0.3,1.0,5.0,0.2,0.0,0.0,1.0,5.0,0.2,0.2,3.0,4.0,0.75,1.0,5.0,6.0,3.0,2.0,1.0,2.0,8.0,5.0,
2015-16,30,CHO,NBA,EC1,MIA,L (3-4),2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),3-6,44.0,14.8,4.4,3.1,0.5,0.4,0.1,65.0,180.0,0.361,0.0,0.0,65.0,180.0,0.361,0.361,64.0,93.0,0.688,64.0,71.0,135.0,20.0,19.0,4.0,36.0,92.0,194.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (6 Series),EC1 (6 Series),EC1 (6 Series),EC1 (6 Series),EC1 (6 Series),EC1 (6 Series),2-4,25.0,17.2,4.8,3.4,0.6,0.7,0.1,40.0,117.0,0.342,0.0,0.0,40.0,117.0,0.342,0.342,41.0,56.0,0.732,39.0,47.0,86.0,14.0,17.0,3.0,22.0,61.0,121.0,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),1-1,12.0,12.7,3.7,2.3,0.4,0.1,0.1,14.0,41.0,0.341,0.0,0.0,14.0,41.0,0.341,0.341,16.0,23.0,0.696,15.0,13.0,28.0,5.0,1.0,1.0,12.0,20.0,44.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,7.0,10.1,4.1,3.0,0.1,0.1,0.0,11.0,22.0,0.5,0.0,0.0,11.0,22.0,0.5,0.5,7.0,14.0,0.5,10.0,11.0,21.0,1.0,1.0,0.0,2.0,11.0,29.0,
