Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2010-11,25,IND,NBA,PF,5.0,5.0,164.0,20.0,60.0,0.333,0.0,0.0,20.0,60.0,0.333,0.333,16.0,18.0,0.889,13.0,14.0,27.0,5.0,6.0,0.0,9.0,13.0,56.0,0.0,
2011-12,26,IND,NBA,PF,11.0,0.0,164.0,17.0,50.0,0.34,0.0,0.0,17.0,50.0,0.34,0.34,14.0,21.0,0.667,12.0,23.0,35.0,6.0,5.0,3.0,8.0,22.0,48.0,0.0,
2012-13,27,IND,NBA,PF,19.0,0.0,241.0,26.0,62.0,0.419,0.0,0.0,26.0,62.0,0.419,0.419,26.0,44.0,0.591,36.0,25.0,61.0,5.0,6.0,0.0,15.0,41.0,78.0,0.0,
2013-14,28,TOR,NBA,PF,3.0,0.0,29.0,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,5.0,6.0,0.833,2.0,4.0,6.0,1.0,0.0,0.0,2.0,8.0,7.0,0.0,
2014-15,29,TOR,NBA,PF,4.0,2.0,48.0,1.0,5.0,0.2,0.0,0.0,1.0,5.0,0.2,0.2,3.0,4.0,0.75,1.0,5.0,6.0,3.0,2.0,1.0,2.0,8.0,5.0,0.0,
2015-16,30,CHO,NBA,PF,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,44.0,7.0,652.0,65.0,180.0,0.361,0.0,0.0,65.0,180.0,0.361,0.361,64.0,93.0,0.688,64.0,71.0,135.0,20.0,19.0,4.0,36.0,92.0,194.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,13.0,1215.0,121.0,335.0,0.361,0.0,0.0,121.0,335.0,0.361,0.361,119.0,173.0,0.688,119.0,132.0,252.0,37.0,35.0,7.0,67.0,171.0,362.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,35.0,5.0,569.0,63.0,172.0,0.366,0.0,0.0,63.0,172.0,0.366,0.366,56.0,83.0,0.675,61.0,62.0,123.0,16.0,17.0,3.0,32.0,76.0,182.0,0.0,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,7.0,2.0,77.0,2.0,8.0,0.25,0.0,0.0,2.0,8.0,0.25,0.25,8.0,10.0,0.8,3.0,9.0,12.0,4.0,2.0,1.0,4.0,16.0,12.0,0.0,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
