"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 24_level_0', 'Awards')"
2020-21,21,UTA,NBA,C,15.0,0.0,57.0,0.444,0.444,0.444,0.8,0.597,1.111,0.0,95.0,84.0,83.0,103.0,104.0,450.0,0.0,-1.7,0.7,
2021-22,22,UTA,NBA,C,17.0,6.0,195.0,0.755,0.755,0.755,0.545,0.743,0.224,0.0,164.0,142.0,142.0,70.0,131.0,90.0,0.0,21.9,19.1,
2022-23,23,UTA,NBA,C,36.0,4.0,359.0,0.819,0.819,0.819,0.35,0.774,0.278,0.0,172.0,150.0,150.0,45.0,133.0,104.0,0.0,39.5,31.1,
2023-24,24,PHO,NBA,C,16.0,0.0,113.0,0.696,0.696,0.696,0.231,0.609,0.565,0.0,147.0,128.0,127.0,29.0,105.0,231.0,0.0,6.9,1.7,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,84.0,10.0,724.0,0.758,0.758,0.758,0.444,0.724,0.353,0.0,162.0,140.0,140.0,57.0,126.0,139.0,0.0,66.6,52.6,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),,68.0,10.0,611.0,0.769,0.769,0.769,0.512,0.746,0.315,0.0,165.0,142.0,142.0,66.0,130.0,123.0,0.0,59.7,50.9,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,16.0,0.0,113.0,0.696,0.696,0.696,0.231,0.609,0.565,0.0,147.0,128.0,127.0,29.0,105.0,231.0,0.0,6.9,1.7,
