Season,Team,Lg,Salary
2021-22,New York Knicks,NBA,"$925,258"
2022-23,New York Knicks,NBA,"$1,563,518"
2023-24,New York Knicks,NBA,"$1,836,096"
2024-25,New York Knicks,NBA,"$4,710,144"
Career,(may be incomplete),,"$9,035,016"
