Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,22,WAS,NBA,C,5.0,2.0,117.0,8.8,10.4,0.846,0.0,0.0,8.8,10.4,0.846,0.846,6.0,9.6,0.625,5.6,6.0,11.6,1.2,2.0,4.0,1.2,6.8,23.7,156.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,25,DAL,NBA,PF,22.0,22.0,445.0,9.1,14.4,0.634,0.0,0.0,9.1,14.4,0.634,0.634,4.8,7.6,0.631,4.9,9.3,14.2,1.8,0.7,3.9,2.2,4.4,23.0,128.0,109.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,27.0,24.0,562.0,9.0,13.5,0.671,0.0,0.0,9.0,13.5,0.671,0.671,5.1,8.1,0.629,5.1,8.6,13.7,1.6,1.0,3.9,2.0,5.0,23.2,133.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,22.0,22.0,445.0,9.1,14.4,0.634,0.0,0.0,9.1,14.4,0.634,0.634,4.8,7.6,0.631,4.9,9.3,14.2,1.8,0.7,3.9,2.2,4.4,23.0,128.0,109.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,2.0,117.0,8.8,10.4,0.846,0.0,0.0,8.8,10.4,0.846,0.846,6.0,9.6,0.625,5.6,6.0,11.6,1.2,2.0,4.0,1.2,6.8,23.7,156.0,115.0,
