0
2015-16 NBA 1431 (6th)
2016-17 NBA 1441 (11th)
2017-18 NBA 1505 (3rd)
2019-20 NBA 1356 (2nd)
2022-23 NBA 1344 (11th)
Active 13161 (19th)
